cell cell_id time event.type ctl
67 10 13.396666666666668 2 5
67 10 11.503333333333334 2 6
67 10 12.25 2 6
67 10 12.273333333333333 2 6
67 10 12.346666666666668 2 6
67 10 12.436666666666667 2 6
67 10 15.120000000000001 2 8
67 10 15.420000000000002 2 9
67 10 15.780000000000001 2 9
67 10 16.236666666666668 1 0
68 23 8.003333333333334 -1 0
69 21 10.503333333333334 -1 0
70 22 5.363333333333333 2 3
70 22 5.380000000000001 2 3
70 22 9.983333333333334 2 4
70 22 10.120000000000001 2 4
70 22 13.090000000000002 2 7
70 22 13.693333333333333 2 7
70 22 15.116666666666667 2 8
70 22 20.03 0 0
71 11 4.220000000000001 2 1
71 11 20.03 0 0
72 13 3.9066666666666667 2 1
72 13 20.03 0 0
73 15 20.03 0 0
74 16 1.2533333333333334 2 1
74 16 1.4800000000000002 2 2
74 16 1.5033333333333334 2 2
74 16 3.3800000000000003 2 4
74 16 6.253333333333334 2 5
74 16 8.05 -1 0
75 18 1.37 2 1
75 18 1.76 2 2
75 18 9.146666666666667 -1 0
76 17 0.9500000000000001 2 1
76 17 1.4633333333333334 2 1
76 17 1.37 2 2
76 17 7.676666666666667 2 4
76 17 8.483333333333334 2 6
76 17 14.956666666666667 2 11
76 17 15.120000000000001 2 11
76 17 15.303333333333335 2 11
76 17 15.423333333333334 2 12
76 17 20.03 0 0
77 20 20.03 0 0
78 14 1.02 2 1
78 14 2.756666666666667 2 3
78 14 10.153333333333334 2 8
78 14 10.450000000000001 1 0
79 1 24.380000000000003 0 0
80 2 24.380000000000003 0 0
81 23 24.380000000000003 0 0
82 3 24.380000000000003 0 0
83 4 7.0566666666666675 2 6
83 4 7.32 2 6
83 4 7.413333333333334 2 6
83 4 12.936666666666667 2 8
83 4 13.076666666666668 2 8
83 4 13.096666666666668 2 8
83 4 13.243333333333334 2 8
83 4 13.273333333333333 2 8
83 4 13.343333333333334 2 8
83 4 13.420000000000002 2 10
83 4 13.503333333333334 1 0
84 5 12.936666666666667 2 5
84 5 24.380000000000003 0 0
85 6 12.15 2 5
85 6 12.296666666666667 2 5
85 6 12.49 2 5
85 6 12.57 2 5
85 6 24.380000000000003 0 0
86 7 13.153333333333334 -1 0
87 8 1.6066666666666667 -1 0
88 9 0.9666666666666667 -1 0
89 10 24.380000000000003 0 0
90 11 10.693333333333333 -1 0
91 12 24.380000000000003 0 0
92 13 24.380000000000003 0 0
93 14 7.273333333333333 -1 0
94 15 1.6566666666666667 2 1
94 15 8.770000000000001 -1 0
95 16 13.473333333333334 -1 0
96 26 2.456666666666667 2 2
96 26 2.7333333333333334 2 2
96 26 4.093333333333334 2 3
96 26 4.443333333333333 1 0
97 17 11.66 2 3
97 17 11.726666666666667 2 3
97 17 12.106666666666667 2 3
97 17 12.15 2 3
97 17 12.316666666666668 2 3
97 17 12.4 1 0
98 18 24.380000000000003 0 0
99 19 8.503333333333334 -1 0
100 20 7.486666666666667 -1 0
101 21 15.826666666666668 -1 0
102 22 9.466666666666667 -1 0
103 23 24.380000000000003 0 0
104 24 1.8933333333333335 -1 0
105 25 1.6600000000000001 2 1
105 25 5.936666666666667 -1 0
106 1 24.37666666666667 0 0
107 2 15.396666666666668 -1 0
108 3 8.126666666666667 -1 0
109 4 24.37666666666667 0 0
110 5 6.653333333333333 2 2
110 5 8.526666666666667 2 2
110 5 24.37666666666667 0 0
111 32 1.6166666666666667 2 4
111 32 24.37666666666667 0 0
112 9 6.096666666666667 -1 0
113 18 13.74 -1 0
114 19 6.096666666666667 -1 0
115 20 1.6066666666666667 -1 0
116 21 10.0 -1 0
117 29 2.7833333333333337 -1 0
118 28 2.73 -1 0
119 26 3.99 2 3
119 26 9.33 2 4
119 26 10.693333333333333 -1 0
120 25 13.176666666666668 2 5
120 25 24.37666666666667 0 0
121 24 24.37666666666667 0 0
122 23 24.37666666666667 0 0
123 27 0.9600000000000001 2 1
123 27 24.37666666666667 0 0
124 30 24.37666666666667 0 0
125 31 12.590000000000002 2 2
125 31 24.37666666666667 0 0
126 14 5.413333333333334 2 2
126 14 5.433333333333334 2 2
126 14 5.45 2 2
126 14 5.470000000000001 2 2
126 14 5.53 2 2
126 14 5.5633333333333335 2 2
126 14 5.593333333333334 2 2
126 14 5.61 2 2
126 14 5.656666666666667 1 0
127 10 24.37666666666667 0 0
128 11 10.506666666666668 -1 0
129 11a 13.176666666666668 2 2
129 11a 13.793333333333335 2 2
129 11a 13.936666666666667 2 2
129 11a 14.026666666666667 1 0
130 11b 20.0 2 2
130 11b 20.603333333333335 2 2
130 11b 20.813333333333336 2 2
130 11b 21.03666666666667 1 0
131 12 24.37666666666667 0 0
132 22 2.3633333333333333 2 1
132 22 2.9733333333333336 1 0
133 17 14.916666666666668 -1 0
134 16 20.166666666666668 2 3
134 16 19.52 2 4
134 16 24.37666666666667 0 0
135 13 24.37666666666667 0 0
136 15 1.0033333333333334 2 1
136 15 1.3566666666666667 2 1
136 15 24.37666666666667 0 0
137 8 0.9366666666666668 2 1
137 8 12.260000000000002 2 5
137 8 12.726666666666668 1 0
138 6 8.823333333333334 -1 0
139 7 13.420000000000002 2 8
139 7 24.37666666666667 -1 0
